"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","423","GetFranchiseList - country is empty string","API_Regression_Suite","Fri Oct 24 10:42:38 UTC 2025","passed","Fri Oct 24 10:42:38 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","443","GetFranchiseList - country is one character","API_Regression_Suite","Fri Oct 24 10:42:39 UTC 2025","passed","Fri Oct 24 10:42:40 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","404","GetFranchiseList - page_size is SQL injection","API_Regression_Suite","Fri Oct 24 10:42:44 UTC 2025","failed","Fri Oct 24 10:42:44 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","336","GetFranchiseList - status is null","API_Regression_Suite","Fri Oct 24 10:42:42 UTC 2025","passed","Fri Oct 24 10:42:42 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","337","GetFranchiseList - all params as special chars","API_Regression_Suite","Fri Oct 24 10:42:46 UTC 2025","passed","Fri Oct 24 10:42:46 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","334","GetFranchiseList - all params missing","API_Regression_Suite","Fri Oct 24 10:42:45 UTC 2025","passed","Fri Oct 24 10:42:46 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","429","GetFranchiseList - page_size is float","API_Regression_Suite","Fri Oct 24 10:42:32 UTC 2025","passed","Fri Oct 24 10:42:32 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","334","GetFranchiseList - status is special characters","API_Regression_Suite","Fri Oct 24 10:42:43 UTC 2025","passed","Fri Oct 24 10:42:43 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","343","GetFranchiseList - all params as null","API_Regression_Suite","Fri Oct 24 10:42:45 UTC 2025","passed","Fri Oct 24 10:42:45 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","436","GetFranchiseList - country is lowercase","API_Regression_Suite","Fri Oct 24 10:42:40 UTC 2025","passed","Fri Oct 24 10:42:40 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","334","GetFranchiseList - status is object","API_Regression_Suite","Fri Oct 24 10:42:43 UTC 2025","passed","Fri Oct 24 10:42:44 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","430","GetFranchiseList - country is null","API_Regression_Suite","Fri Oct 24 10:42:37 UTC 2025","passed","Fri Oct 24 10:42:38 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","332","GetFranchiseList - all params as empty string","API_Regression_Suite","Fri Oct 24 10:42:46 UTC 2025","passed","Fri Oct 24 10:42:46 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","419","GetFranchiseList - page_size valid, country invalid, status valid","API_Regression_Suite","Fri Oct 24 10:42:47 UTC 2025","passed","Fri Oct 24 10:42:47 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","446","GetFranchiseList - country is number","API_Regression_Suite","Fri Oct 24 10:42:37 UTC 2025","passed","Fri Oct 24 10:42:37 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","419","GetFranchiseList - country is SQL injection","API_Regression_Suite","Fri Oct 24 10:42:44 UTC 2025","passed","Fri Oct 24 10:42:45 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","409","GetFranchiseList - page_size is array","API_Regression_Suite","Fri Oct 24 10:42:36 UTC 2025","failed","Fri Oct 24 10:42:36 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","370","GetFranchiseList - page_size is negative","API_Regression_Suite","Fri Oct 24 10:42:32 UTC 2025","passed","Fri Oct 24 10:42:32 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","425","GetFranchiseList - country is boolean","API_Regression_Suite","Fri Oct 24 10:42:38 UTC 2025","passed","Fri Oct 24 10:42:39 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","346","GetFranchiseList - status is boolean","API_Regression_Suite","Fri Oct 24 10:42:42 UTC 2025","passed","Fri Oct 24 10:42:43 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
"","516","GetFranchiseList - page_size is object","API_Regression_Suite","Fri Oct 24 10:42:36 UTC 2025","failed","Fri Oct 24 10:42:37 UTC 2025","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseList"
